frequencia_Hz,psd_modulante,psd_PM,psd_FM,psd_AM_DSB
24414.062499999996,1.6254869675387096e-20,2.1425890791848643e-18,2.2237711095130747e-18,7.579908598182408e-18
24511.718749999996,1.585384237699978e-20,2.0796244094528036e-18,2.1586283333277956e-18,7.357848711236773e-18
24609.374999999996,1.5463947641523017e-20,2.0187886591735025e-18,2.095682117380229e-18,7.143275680158915e-18
24707.031249999996,1.5084836107744547e-20,1.9600009230307578e-18,2.0348473849601088e-18,6.935901013699227e-18
24804.687499999996,1.471616940805171e-20,1.9031818436938368e-18,1.9760432631934e-18,6.735449356836714e-18
24902.343749999996,1.435762253753592e-20,1.8482563450900005e-18,1.919192828819826e-18,6.5416566972311e-18
24999.999999999996,1.4008881014858062e-20,1.7951526628532175e-18,1.8642214938217423e-18,6.3542706435403914e-18
25097.656249999996,1.3669640439711577e-20,1.7438012262665216e-18,1.8110584683793424e-18,6.173049229181744e-18
25195.312499999996,1.3339609605141787e-20,1.6941368326617505e-18,1.759636204536651e-18,5.997761257196992e-18
25292.968749999996,1.3018504272548602e-20,1.6460957541537872e-18,1.7098890520225362e-18,5.8281846449944734e-18
25390.624999999996,1.2706051593615812e-20,1.599617527799809e-18,1.6617554625885463e-18,5.664107334074709e-18
25488.281249999996,1.2401988097673745e-20,1.5546443748139547e-18,1.6151746676505043e-18,5.505325545699599e-18
25585.937499999996,1.2106058322293334e-20,1.5111203109828011e-18,1.5700907684647649e-18,5.351644307332112e-18
25683.593749999996,1.1818017159220595e-20,1.4689922461866621e-18,1.5264477986867325e-18,5.2028765935658885e-18
25781.249999999996,1.1537626187678392e-20,1.4282093893531072e-18,1.4841937007779963e-18,5.058843340724408e-18
25878.906249999996,1.1264654819951791e-20,1.3887223139913167e-18,1.443277882506382e-18,4.919372335467648e-18
25976.562499999996,1.0998883095540158e-20,1.3504842391436387e-18,1.4036522282250752e-18,4.784298787395055e-18
26074.218749999996,1.0740094803432274e-20,1.3134503298965946e-18,1.3652699385776644e-18,4.653464579365024e-18
26171.874999999996,1.0488082303705409e-20,1.2775764745680523e-18,1.3280866862768738e-18,4.526717823755075e-18
26269.531249999996,1.0242646198314985e-20,1.242822631025187e-18,1.2920598706324015e-18,4.4039128639029556e-18
26367.187499999996,1.0003591532916774e-20,1.209147696673817e-18,1.257148323928667e-18,4.284909750023461e-18
26464.843749999996,9.770731126157411e-21,1.1765139723339433e-18,1.2233125562713174e-18,4.1695745284986555e-18
26562.499999999996,9.543884000312986e-21,1.1448847935508093e-18,1.1905148160607528e-18,4.0577777871709916e-18
26660.156249999996,9.322873819175491e-21,1.1142247429989554e-18,1.1587190426139443e-18,3.94939615012488e-18
26757.812499999996,9.107532008398284e-21,1.0845000245741324e-18,1.1278900144718506e-18,3.844310295132093e-18
26855.468749999996,8.897693351552188e-21,1.0556782557717125e-18,1.097993994972739e-18,3.742406153764835e-18
26953.124999999996,8.693199557929873e-21,1.0277278706163306e-18,1.0689996285962467e-18,3.643573810506838e-18
27050.781249999996,8.493896969065661e-21,1.0006189848057003e-18,1.0408750118460086e-18,3.547707513913248e-18
27148.437499999996,8.29963613736018e-21,9.743228710044225e-19,1.0135907460459322e-18,3.4547061304371522e-18
27246.093749999996,8.110272962380731e-21,9.48811331189778e-19,9.87118543146849e-19,3.364471715268889e-18
27343.749999999996,7.92566891278057e-21,9.240582310268648e-19,9.614300721754393e-19,3.276910461174649e-18
27441.406249999996,7.745689082413057e-21,9.00037649812525e-19,9.364994247043514e-19,3.1919323220614164e-18
27539.062499999996,7.570202732007663e-21,8.767245584435534e-19,9.123013127128832e-19,3.1094502341648533e-18
27636.718749999996,7.399081919579352e-21,8.540957296180994e-19,8.88810637958964e-19,3.0293808533922063e-18
27734.374999999996,7.232205084727002e-21,8.321278862546797e-19,8.66004113148498e-19,2.951643316301819e-18
27832.031249999996,7.069453514094856e-21,8.10799413727454e-19,8.438592019018352e-19,2.8761608198038086e-18
27929.687499999996,6.910712084264691e-21,7.900886616420233e-19,8.223536473961772e-19,2.802858372350805e-18
28027.343749999996,6.755869283326109e-21,7.699756509817652e-19,8.014667424536277e-19,2.731664489587635e-18
28124.999999999996,6.604817488666076e-21,7.504404655838837e-19,7.81178053381277e-19,2.6625099340201122e-18
28222.656249999996,6.457451402652376e-21,7.314643783576311e-19,7.614680888717118e-19,2.5953283470072995e-18
28320.312499999996,6.313670234130441e-21,7.130291495359155e-19,7.423182234262244e-19,2.5300553003863895e-18
28417.968749999996,6.173375633068933e-21,6.9511699488653355e-19,7.23709787404478e-19,2.466629478048915e-18
28515.624999999996,6.036471921703914e-21,6.777112713949028e-19,7.056261974513235e-19,2.4049910186964476e-18
28613.281249999996,5.902867131071202e-21,6.607956870382518e-19,6.880500216299062e-19,2.34508277307012e-18
28710.937499999996,5.772471718714539e-21,6.44354339557961e-19,6.709648734166551e-19,2.2868492973975206e-18
28808.593749999996,5.645198526247076e-21,6.28372371491727e-19,6.543557329338892e-19,2.230237345310067e-18
28906.249999999996,5.520963785689347e-21,6.1283487280293e-19,6.382071015564157e-19,2.175195798039989e-18
29003.906249999996,5.399685576619085e-21,5.977278642430175e-19,6.225045289699392e-19,2.121674459794534e-18
29101.562499999996,5.2812848275490584e-21,5.830380108873523e-19,6.072340721770741e-19,2.0696262773396017e-18
29199.218749999996,5.1656844745811205e-21,5.68751864255494e-19,5.923821682927114e-19,2.0190045678524567e-18
29296.874999999996,5.052810393375216e-21,5.548571839001332e-19,5.779356725098418e-19,1.9697652210733143e-18
29394.531249999996,4.9425897712869844e-21,5.413412421591623e-19,5.638820454428201e-19,1.921865111433563e-18
29492.187499999996,4.834952860251904e-21,5.281929497856349e-19,5.502093267146562e-19,1.875262780882641e-18
29589.843749999996,4.729831619946754e-21,5.154004301772045e-19,5.369055038664766e-19,1.8299185065787244e-18
29687.499999999996,4.62715918031867e-21,5.029529171768133e-19,5.239593115287246e-19,1.7857934168562645e-18
29785.156249999996,4.526872441237211e-21,4.908399112745917e-19,5.113601036209623e-19,1.7428503173776717e-18
29882.812499999996,4.428908205831803e-21,4.790510952125395e-19,4.990968738954814e-19,1.701053364279397e-18
29980.468749999996,4.333207289010512e-21,4.675766064612631e-19,4.871596779270787e-19,1.6603675066521995e-18
30078.124999999996,4.239709068512711e-21,4.564069468413565e-19,4.755388246635269e-19,1.6207596505488589e-18
30175.781249999996,4.1483583273467865e-21,4.455329565176029e-19,4.6422453639088915e-19,1.5821967015542665e-18
30273.437499999996,4.059099144106895e-21,4.349457628562163e-19,4.532075721412854e-19,1.5446480915185076e-18
30371.093749999996,3.9718772668904536e-21,4.2463672206646164e-19,4.424792656227614e-19,1.5080829360480936e-18
30468.749999999996,3.886641295103984e-21,4.145974500926763e-19,4.320311512086296e-19,1.4724722485992122e-18
30566.406249999996,3.803339935108136e-21,4.048200921236719e-19,4.2185451083252486e-19,1.4377878330446154e-18
30664.062499999996,3.721924239606275e-21,3.9529693519603507e-19,4.11941657458266e-19,1.404002164415579e-18
30761.718749999996,3.6423462210147896e-21,3.860202069714968e-19,4.022847481504867e-19,1.3710888204536656e-18
30859.374999999996,3.564559353427075e-21,3.7698301010631576e-19,3.9287618692443903e-19,1.3390224564362864e-18
30957.031249999996,3.488519088112462e-21,3.6817803766777426e-19,3.837089036962096e-19,1.3077781011296595e-18
31054.687499999996,3.414180066062521e-21,3.595987942335784e-19,3.7477583986683626e-19,1.2773320903523769e-18
31152.343749999996,3.341501020053735e-21,3.5123848335907376e-19,3.6607004555028436e-19,1.2476610958630078e-18
31249.999999999996,3.2704401052294032e-21,3.430908564979981e-19,3.5758523818450584e-19,1.2187429540919793e-18
31347.656249999996,3.2009566337426198e-21,3.351499155113053e-19,3.4931475548588093e-19,1.1905558652956675e-18
31445.312499999996,3.133011757307235e-21,3.274095394202832e-19,3.412527904839532e-19,1.1630789550594742e-18
31542.968749999996,3.0665673565126964e-21,3.198639851321255e-19,3.3339312026557335e-19,1.136291987086593e-18
31640.624999999996,3.0015862794068314e-21,3.1250792789701406e-19,3.257301312461667e-19,1.1101753079877407e-18
31738.281249999996,2.9380324643373e-21,3.0533566741565984e-19,3.182582934336254e-19,1.0847099436960467e-18
31835.937499999996,2.87587101628848e-21,2.9834225629716727e-19,3.1097201853871166e-19,1.0598775467969461e-18
31933.593749999996,2.81506798205346e-21,2.9152257677784925e-19,3.038663161245947e-19,1.0356602369026365e-18
32031.249999999996,2.7555897434570458e-21,2.8487166489933693e-19,2.9693597101135597e-19,1.0120408595188919e-18
32128.906249999996,2.69740483701206e-21,2.7838491851502283e-19,2.901762124150973e-19,9.890027162550048e-19
32226.562499999996,2.6404809738343508e-21,2.7205764424321823e-19,2.835821599713654e-19,9.665296083180996e-19
32324.218749999996,2.5847886570605078e-21,2.6588552564062176e-19,2.771493248284982e-19,9.446059275715198e-19
32421.874999999996,2.5302972853845972e-21,2.5986418474077165e-19,2.7087320219206533e-19,9.232164294906426e-19
32519.531249999996,2.476978657484654e-21,2.5398951463731547e-19,2.6474958814610184e-19,9.023464819215004e-19
32617.187499999996,2.424804558555641e-21,2.482574126060483e-19,2.5877406375417234e-19,8.819818116748247e-19
32714.843749999996,2.3737472342975586e-21,2.4266400715545617e-19,2.529428674171198e-19,8.621086062680085e-19
32812.49999999999,2.323780587263359e-21,2.3720556996415687e-19,2.47251892443512e-19,8.427135222712263e-19
32910.15624999999,2.27487828704226e-21,2.318783555228084e-19,2.4169734906558223e-19,8.237835549522487e-19
33007.81249999999,2.227015724925452e-21,2.2667885968304104e-19,2.362756120630033e-19,8.053061398485498e-19
33105.46874999999,2.180167554473449e-21,2.216035572997772e-19,2.309831518980463e-19,7.872691517485124e-19
33203.12499999999,2.1343106636413648e-21,2.1664917210847723e-19,2.2581629822669294e-19,7.696606069928273e-19
33300.78124999999,2.0894211956481677e-21,2.1181245295842578e-19,2.2077184819768054e-19,7.524692750572435e-19
33398.43749999999,2.045476859082986e-21,2.070902512343673e-19,2.1584657561246875e-19,7.356837314220577e-19
33496.09374999999,2.0024554030983157e-21,2.0247946825253113e-19,2.1103708439095884e-19,7.192936122726185e-19
33593.74999999999,1.960335467089211e-21,1.9797728294013258e-19,2.0634073957435614e-19,7.032880164932051e-19
33691.40624999999,1.9190964527699146e-21,1.9358059501575574e-19,2.0175403745618246e-19,6.876571395142726e-19
33789.06249999999,1.878716985430794e-21,1.8928686111749168e-19,1.9727450785186677e-19,6.72390850931982e-19
33886.71874999999,1.8391783203894278e-21,1.8509324784242226e-19,1.9289909356234462e-19,6.574799006183515e-19
33984.37499999999,1.8004606699132404e-21,1.8099716613600463e-19,1.8862519436838814e-19,6.429147240354439e-19
34082.03124999999,1.76254517100191e-21,1.7699602770941431e-19,1.8445021908851714e-19,6.286865609981725e-19
34179.68749999999,1.7254135219141285e-21,1.7308745405219853e-19,1.8037138394674993e-19,6.147864357899217e-19
34277.34374999999,1.6890478837253898e-21,1.6926889178539743e-19,1.763865097937772e-19,6.012061529109747e-19
34374.99999999999,1.6534309528324137e-21,1.6553829897789158e-19,1.7249283608846728e-19,5.879372028791693e-19
34472.65624999999,1.6185452260440367e-21,1.618931515351756e-19,1.6868834714442071e-19,5.749717921797232e-19
34570.31249999999,1.5843754450760054e-21,1.5833118537404152e-19,1.6497055697452973e-19,5.623021161726938e-19
34667.96874999999,1.5509034828250474e-21,1.5485070297543108e-19,1.6133736280572887e-19,5.499204640603278e-19
34765.62499999999,1.5181157407173059e-21,1.5144912797666844e-19,1.5778652806514172e-19,5.378198009323654e-19
34863.28124999999,1.4859954231105805e-21,1.4812483340782506e-19,1.5431599522112058e-19,5.259927969391392e-19
34960.93749999999,1.4545282517632106e-21,1.44875602651287e-19,1.5092377847348848e-19,5.144327098443751e-19
35058.59374999999,1.4236996891301116e-21,1.4169976060059826e-19,1.476078984982116e-19,5.031326185534091e-19
35156.24999999999,1.3934952173360135e-21,1.3859528279952017e-19,1.4436643483452467e-19,4.920861978434505e-19
35253.90624999999,1.3639013881779325e-21,1.3556048730667994e-19,1.4119741554577478e-19,4.812870733745178e-19
35351.56249999999,1.3349044702894715e-21,1.3259360358484306e-19,1.3809930449759363e-19,4.7072897285350285e-19
35449.21874999999,1.3064913179971967e-21,1.2969293005970324e-19,1.3507008268708852e-19,4.604061005251267e-19
35546.87499999999,1.2786493428705063e-21,1.2685690380424666e-19,1.3210809819212227e-19,4.503124546190651e-19
35644.53124999999,1.2513659272686303e-21,1.240837299989923e-19,1.2921191572873442e-19,4.404425371886748e-19
35742.18749999999,1.2246286684853897e-21,1.213721255095654e-19,1.2637956654188968e-19,4.307907571907219e-19
35839.84374999999,1.1984259363224615e-21,1.1872036755835358e-19,1.23609730359341e-19,4.213518314346961e-19
35937.49999999999,1.1727460091350582e-21,1.1612713240932138e-19,1.2090084410317673e-19,4.1212047659238623e-19
36035.15624999999,1.1475777193462992e-21,1.1359087708629e-19,1.1825138197091646e-19,4.030918063804451e-19
36132.81249999999,1.1229098602753704e-21,1.1111029844170345e-19,1.156599034613092e-19,3.942607703996696e-19
36230.46874999999,1.0987318480133543e-21,1.0868404216364908e-19,1.1312508574801875e-19,3.856225984269295e-19
36328.12499999999,1.075032866883426e-21,1.0631073641452923e-19,1.1064542042020104e-19,3.77172835235948e-19
36425.78124999999,1.0518030783737182e-21,1.039892139659775e-19,1.0821974052731903e-19,3.6890657626029937e-19
36523.43749999999,1.0290321533985867e-21,1.0171807948810236e-19,1.0584665369514384e-19,3.6081990363175553e-19
36621.09374999999,1.0067104058643305e-21,9.949630381539406e-20,1.0352494977264099e-19,3.5290815555139687e-19
36718.74999999999,9.848285115913485e-22,9.732260360090241e-20,1.0125338675806702e-19,3.4516744234908187e-19
36816.40624999999,9.633770567257467e-22,9.519580965987245e-20,9.9030837050239e-20,3.3759349402574686e-19
36914.06249999999,9.423468669331795e-22,9.311493109683019e-20,9.685600546436175e-20,3.3018259838541713e-19
37011.71874999999,9.21729270227932e-22,9.107880881740287e-20,9.472796703672963e-20,3.2293069744793567e-19
37109.37499999999,9.0151547820037e-22,8.908637308943275e-20,9.264543863787561e-20,3.1583433195642145e-19
37207.03124999999,8.816971258289195e-22,8.713667441407327e-20,9.060746254750979e-20,3.088894860414972e-19
37304.68749999999,8.622659827875065e-22,8.52285958746752e-20,8.861299075978255e-20,3.0209312032176604e-19
37402.34374999999,8.432141928168214e-22,8.336133294473183e-20,8.666104467608865e-20,2.9544140068608526e-19
37499.99999999999,8.245336088654152e-22,8.153379926825839e-20,8.475051292110286e-20,2.8893108260067436e-19
37597.65624999999,8.062168788870342e-22,7.974516844753301e-20,8.288056044131814e-20,2.825591132609876e-19
37695.31249999999,7.8825607269494e-22,7.799452236572971e-20,8.105028346562812e-20,2.7632197940831485e-19
37792.96874999999,7.706444263258088e-22,7.628087520027336e-20,7.925863064228044e-20,2.702168934717159e-19
37890.62499999999,7.533744594835812e-22,7.460361618090414e-20,7.750486869126689e-20,2.642406590745639e-19
37988.28124999999,7.364394687790614e-22,7.296168345227376e-20,7.578804720616821e-20,2.583904479583299e-19
38085.93749999999,7.198323572115502e-22,7.135444854052874e-20,7.410739168054121e-20,2.526633309959551e-19
38183.59374999999,7.035468130570381e-22,6.978097107430548e-20,7.246196323710453e-20,2.4705664928763753e-19
38281.24999999999,6.875762084197354e-22,6.824069592977159e-20,7.08511881760803e-20,2.415675613523543e-19
38378.90624999999,6.719139899547596e-22,6.673264156564183e-20,6.927409903828573e-20,2.36193533640677e-19
38476.56249999999,6.565546064651039e-22,6.525624223692118e-20,6.772999508066696e-20,2.309319719456681e-19
38574.21874999999,6.414912759978402e-22,6.381080098866934e-20,6.621819097594217e-20,2.2578031533193854e-19
38671.87499999999,6.2671864172847495e-22,6.239550790871544e-20,6.473790827475872e-20,2.2073625941275065e-19
38769.53124999999,6.122307978757393e-22,6.100980722521899e-20,6.328852556987147e-20,2.157972744206647e-19
38867.18749999999,5.98021948713945e-22,5.965303647911124e-20,6.18692453403905e-20,2.109612320478503e-19
38964.84374999999,5.840866400795562e-22,5.832447044744337e-20,6.047957530600865e-20,2.0622547689176575e-19
39062.49999999999,5.704199512900472e-22,5.702348025387629e-20,5.911862976820578e-20,2.015887641811078e-19
39160.15624999999,5.570160423537226e-22,5.574986131501013e-20,5.778617019595416e-20,1.9704749132312016e-19
39257.81249999999,5.438700904061537e-22,5.450240697054179e-20,5.648114906236148e-20,1.926010255402641e-19
39355.46874999999,5.30977093778136e-22,5.3280912292782475e-20,5.520319766019494e-20,1.8824636173103412e-19
39453.12499999999,5.183320167351113e-22,5.2084728147073007e-20,5.395172680411268e-20,1.8398196995382845e-19
39550.78124999999,5.059303401963059e-22,5.091343329565253e-20,5.2726164066841963e-20,1.7980576637978345e-19
39648.43749999999,4.937670610370621e-22,4.976628015082316e-20,5.152585907910611e-20,1.7571595957276334e-19
39746.09374999999,4.818380066954585e-22,4.864292731074179e-20,5.035050480395048e-20,1.7171059255648658e-19
39843.74999999999,4.70138375001285e-22,4.754282972908652e-20,4.9199254088204554e-20,1.6778802755202423e-19
39941.40624999999,4.586640178736126e-22,4.646540999920607e-20,4.80718901047344e-20,1.6394639629534416e-19
40039.06249999999,4.474106537861592e-22,4.5410321544107375e-20,4.6967740844956594e-20,1.6018404945784468e-19
40136.71874999999,4.363740479076147e-22,4.437705852233438e-20,4.5886390490167926e-20,1.5649934206471385e-19
40234.37499999999,4.255502238554957e-22,4.336502795638532e-20,4.482729539849981e-20,1.5289073020061978e-19
40332.03124999999,4.1493525533210556e-22,4.2374054845424615e-20,4.3790139519840884e-20,1.4935639358766762e-19
40429.68749999999,4.0452508319797093e-22,4.1403465906659947e-20,4.277430107870129e-20,1.4589509599320862e-19
40527.34374999999,3.943160405220338e-22,4.0452902562647705e-20,4.177944237493924e-20,1.4250512861333714e-19
40624.99999999999,3.843045578323502e-22,3.952204660305909e-20,4.080509153601847e-20,1.3918518738730222e-19
40722.65624999999,3.7448668196208527e-22,3.861043047557368e-20,3.985091811043319e-20,1.3593366904699258e-19
40820.31249999999,3.648592701986413e-22,3.771760986983774e-20,3.891632847645176e-20,1.3274939387058693e-19
40917.96874999999,3.554184847092228e-22,3.684331123817475e-20,3.800117753112434e-20,1.2963082434206817e-19
41015.62499999999,3.4616123952749453e-22,3.598709113806582e-20,3.710483218120805e-20,1.265767624089304e-19
41113.28124999999,3.370842660910401e-22,3.5148583284966476e-20,3.6227095626085264e-20,1.2358586491016287e-19
41210.93749999999,3.281839328174208e-22,3.4327507952919504e-20,3.536750128684218e-20,1.2065688040942393e-19
41308.59374999999,3.1945747770086877e-22,3.3523440547118215e-20,3.452570185186755e-20,1.1778863112387663e-19
41406.24999999999,3.1090177752758878e-22,3.2736064347752387e-20,3.37014303694512e-20,1.149798137735723e-19
41503.90624999999,3.025137268137146e-22,3.196508175529423e-20,3.289419441508829e-20,1.1222941312837999e-19
41601.56249999999,2.9429035868626366e-22,3.121019869160754e-20,3.210382302318795e-20,1.0953618074613275e-19
41699.21874999999,2.8622894020265123e-22,3.0470912208945513e-20,3.132984739056281e-20,1.0689903908506629e-19
41796.87499999999,2.783264920485812e-22,2.9747254369689134e-20,3.05720837832044e-20,1.0431693050424462e-19
41894.53124999999,2.705804480981358e-22,2.903863215248547e-20,2.983009228093209e-20,1.0178872742640427e-19
41992.18749999999,2.629879628980393e-22,2.834482779099093e-20,2.910366346277661e-20,9.93136193102016e-20
42089.84374999999,2.5554651729013317e-22,2.7665742706314674e-20,2.839251722499045e-20,9.68902101979114e-20
42187.49999999999,2.4825353230243953e-22,2.700079288453985e-20,2.769622228297749e-20,9.451797536106157e-20
42285.15624999999,2.411065357846178e-22,2.6349966595412674e-20,2.7014686760448144e-20,9.219557525346623e-20
42382.81249999999,2.3410299489997587e-22,2.5712884531754618e-20,2.6347523148372116e-20,8.992233463247091e-20
42480.46874999999,2.272406172463691e-22,2.5089322081941225e-20,2.5694517822423387e-20,8.769724103199656e-20
42578.12499999999,2.205170240539224e-22,2.4479013256144902e-20,2.505532490660354e-20,8.551944963580456e-20
42675.78124999999,2.139299203624418e-22,2.38817218328115e-20,2.4429845784178957e-20,8.33880172754106e-20
42773.43749999999,2.0747716636025523e-22,2.3297221098945748e-20,2.3817659029155197e-20,8.130223219089714e-20
42871.09374999999,2.0115650774483467e-22,2.2725319172947067e-20,2.32186428702666e-20,7.926114730598526e-20
42968.74999999999,1.9496580765983502e-22,2.216567527129377e-20,2.263253778249656e-20,7.726407235450196e-20
43066.40624999999,1.8890309529697544e-22,2.1618166205773235e-20,2.2059098166123755e-20,7.53101337448052e-20
43164.06249999999,1.8296624747020893e-22,2.108258094056738e-20,2.149807112056544e-20,7.339859788529519e-20
43261.71874999999,1.7715324417528688e-22,2.055865636612323e-20,2.0949319860409484e-20,7.152881258963888e-20
43359.37499999999,1.7146238310789752e-22,2.0046231057866333e-20,2.0412581600723786e-20,6.969988006539852e-20
43457.03124999999,1.6589152471510374e-22,1.954508770123184e-20,1.988761637985486e-20,6.791130925161436e-20
43554.68749999999,1.6043892856757622e-22,1.9055033280531722e-20,1.9374315265448655e-20,6.616220270256121e-20
43652.34374999999,1.551028727618815e-22,1.857590296745304e-20,1.8872409297888116e-20,6.445204260117779e-20
43749.99999999999,1.4988140412802345e-22,1.8107473990529897e-20,1.8381702354623906e-20,6.278009504980691e-20
43847.65624999999,1.4477307446024102e-22,1.7649616168775127e-20,1.7902034166032157e-20,6.114579895803195e-20
43945.31249999999,1.3977600038131603e-22,1.7202076807102918e-20,1.743326727233656e-20,5.954840419988005e-20
44042.96874999999,1.3488853968149838e-22,1.6764805002335295e-20,1.6975125764364268e-20,5.798746863156121e-20
44140.62499999999,1.301089155169902e-22,1.6337523428781954e-20,1.6527498914222838e-20,5.646228886311813e-20
44238.28124999999,1.254372321805248e-22,1.592012631142882e-20,1.609023551886015e-20,5.497233188114171e-20
44335.93749999999,1.2086867900501223e-22,1.5512453211312707e-20,1.566310375748094e-20,5.3517058177264035e-20
44433.59374999999,1.164047996218432e-22,1.5114341965077446e-20,1.5246035288424638e-20,5.2095770413945453e-20
44531.24999999999,1.120428795397492e-22,1.4725577797738312e-20,1.4838725122457227e-20,5.070843655832425e-20
44628.90624999999,1.077815269646209e-22,1.4346273142423726e-20,1.444130229951902e-20,4.9353675556706665e-20
44726.56249999999,1.036196686060033e-22,1.39758892676509e-20,1.4053241208424717e-20,4.803185604793091e-20
44824.21874999999,9.955586411903441e-23,1.3614614826627663e-20,1.3674702609296832e-20,4.67419508597369e-20
44921.87499999999,9.558877416470277e-23,1.3262144238883475e-20,1.3305426270990167e-20,4.548371124628543e-20
45019.53124999999,9.171685579119378e-23,1.2918441622036776e-20,1.294527012545573e-20,4.425660654512937e-20
45117.18749999999,8.793955032741527e-23,1.2583339888243399e-20,1.259414369236161e-20,4.306018180649204e-20
45214.84374999999,8.425502756954953e-23,1.2256683930198199e-20,1.2251902831339452e-20,4.189407901172112e-20
45312.49999999999,8.066248706720281e-23,1.1938446903713062e-20,1.191841877843345e-20,4.0757665106420385e-20
45410.15624999999,7.716060922184724e-23,1.1628333330378533e-20,1.1593462728140183e-20,3.9650911015544293e-20
45507.81249999999,7.374844985755023e-23,1.1326529483042746e-20,1.1277209275145978e-20,3.857276780440187e-20
45605.46874999999,7.042470556398045e-23,1.1032624707698492e-20,1.0969210299445454e-20,3.7523765333209776e-20
45703.12499999999,6.718857208921768e-23,1.0746638212971991e-20,1.0669580391206205e-20,3.650265891130594e-20
45800.78124999999,6.403882351603423e-23,1.0468514234741146e-20,1.0378110239010486e-20,3.550954608120475e-20
45898.43749999999,6.097462464239399e-23,1.0198083899688344e-20,1.0094697265151605e-20,3.454392021599214e-20
45996.09374999999,5.799493219142132e-23,9.935246689223452e-21,9.819267372825258e-21,3.36054938333532e-20
46093.74999999999,5.509885338162402e-23,9.679943278795869e-21,9.551748440243351e-21,3.2693980366974735e-20
46191.40624999999,5.2285512106728137e-23,9.432097517015054e-21,9.291993729670959e-21,3.180879896860513e-20
46289.06249999999,4.955395773887079e-23,9.191534944048074e-21,9.039881649799671e-21,3.0950030520477696e-20
46386.71874999999,4.690339968067686e-23,8.958277099744232e-21,8.795444145815345e-21,3.0116959649218144e-20
46484.37499999999,4.433299661606623e-23,8.73216466186359e-21,8.558469586838924e-21,2.9309639370938093e-20
46582.03124999999,4.1841950907570303e-23,8.513150269508977e-21,8.328945582507254e-21,2.8527552036052704e-20
46679.68749999999,3.9429508403335814e-23,8.301141998852009e-21,8.10675676827282e-21,2.777052925723559e-20
46777.34374999999,3.70948818876338e-23,8.096080759241881e-21,7.89184817727728e-21,2.7038258535283192e-20
46874.99999999999,3.4837386163970916e-23,7.897886482835523e-21,7.684125190962744e-21,2.6330513392098735e-20
46972.65624999999,3.2656381641715334e-23,7.706487738334015e-21,7.483528034996434e-21,2.5647009466367842e-20
47070.31249999999,3.0551019906837984e-23,7.521804275602497e-21,7.289973222228708e-21,2.498756822543173e-20
47167.96874999999,2.852090577766658e-23,7.34379623005126e-21,7.103405528269741e-21,2.435184199223126e-20
47265.62499999999,2.656515585832736e-23,7.172385645643255e-21,6.923753843636406e-21,2.3739747988866006e-20
47363.28124999999,2.4683364794160676e-23,7.00751459535013e-21,6.750953430711666e-21,2.315097472339446e-20
47460.93749999999,2.2874875104028023e-23,6.849132856018172e-21,6.584949323350825e-21,2.2585369579115978e-20
47558.59374999999,2.1139147014001273e-23,6.697161681532981e-21,6.4256770437911256e-21,2.2042692894483232e-20
47656.24999999999,1.9475627132729516e-23,6.5515982422313206e-21,6.2730948510321995e-21,2.152276904153946e-20
47753.90624999999,1.7883878453212925e-23,6.412306178381689e-21,6.127121451627481e-21,2.1025460927820752e-20
47851.56249999999,1.6363313302254667e-23,6.27935495614365e-21,5.9877459555630395e-21,2.0550535722435225e-20
47949.21874999999,1.4913551741702438e-23,6.152566151776875e-21,5.8548719438105004e-21,2.009785250572456e-20
48046.87499999999,1.353412364985527e-23,6.032018835564506e-21,5.728510758380761e-21,1.9667266251786702e-20
48144.53124999999,1.2224603242448719e-23,5.91758172365711e-21,5.608563409614339e-21,1.9258594063063786e-20
48242.18749999999,1.0984596405545066e-23,5.809231222109058e-21,5.49501608725617e-21,1.8871736494356704e-20
48339.84374999999,9.813748903123884e-24,5.707009498443592e-21,5.387850498601576e-21,1.850652980678487e-20
48437.49999999999,8.711656987813036e-24,5.610759125652361e-21,5.2869621562552785e-21,1.816286593822774e-20
48535.15624999999,7.678042532765331e-24,5.520532072672969e-21,5.192397129679352e-21,1.7840610770803335e-20
48632.81249999999,6.712550100840707e-24,5.4362629540244004e-21,5.104063779864398e-21,1.7539657870308737e-20
48730.46874999999,5.814912914718388e-24,5.3579378215906825e-21,5.021966274015716e-21,1.725992615741931e-20
48828.12499999999,4.9848479299829625e-24,5.285505587445412e-21,4.9460456837075225e-21,1.700126777205517e-20
48925.78124999999,4.222107196969618e-24,5.218965891385777e-21,4.876320191761999e-21,1.6763658700976437e-20
49023.43749999999,3.52645584993378e-24,5.158335662455715e-21,4.8127205043459e-21,1.654699322728465e-20
49121.09374999999,2.8976965237085903e-24,5.103460825264062e-21,4.755225374434955e-21,1.6351113899238373e-20
49218.74999999999,2.3356243788218324e-24,5.0544745272874536e-21,4.703880579579953e-21,1.617612204435209e-20
49316.40624999999,1.8400744472894223e-24,5.011254687938697e-21,4.658580874657912e-21,1.6021783315990873e-20
49414.06249999999,1.4109062668426538e-24,4.973847149222135e-21,4.619362633403559e-21,1.588819890150805e-20
49511.71874999999,1.0479780464704361e-24,4.942211378152345e-21,4.5862093694100375e-21,1.577518986902819e-20
49609.37499999999,7.511868375503511e-25,4.91634043286556e-21,4.559084898085868e-21,1.5682809341227104e-20
