frequencia_Hz,magnitude_PM,magnitude_FM,magnitude_AM_DSB
6200.0,2.9170562839284074e-12,1.3218691813862566e-12,7.337622173565649e-13
6210.0,2.3898564104723113e-12,1.8146663154370957e-12,1.1667588661518904e-12
6220.0,1.6473189009283944e-12,2.8223276453355572e-12,9.85060615897476e-13
6230.0,6.299808699035563e-13,1.0629835466024047e-12,9.769995458387972e-13
6240.0,1.0336283789614996e-12,1.378026251473047e-12,6.024254192678233e-13
6250.0,1.4449399048972965e-13,9.256243044296104e-13,2.224481789380168e-13
6260.0,6.884948407525626e-13,7.712381189694208e-13,2.821232912586837e-13
6270.0,1.5983655128922652e-12,2.9282126304057574e-12,5.12598314501098e-14
6280.0,9.414225713223585e-13,1.6517644068426458e-12,6.876365974901146e-13
6290.0,2.3308578014465515e-12,4.520593829001759e-12,8.639921053720476e-13
6300.0,3.706352433514759e-13,4.1627805140201355e-12,1.5430182146597888e-12
6310.0,8.745549170727782e-13,4.455262001051971e-12,2.330371364055109e-12
6320.0,7.172265514161881e-13,2.245714421806441e-12,1.2135246586436522e-12
6330.0,2.2849480841814014e-12,6.768787653840094e-13,1.8553662144450111e-13
6340.0,8.199141891044994e-13,1.4157114361117054e-12,3.327807762410517e-13
6350.0,1.8948431610164732e-12,4.714055487505473e-13,9.826840995544224e-13
6360.0,2.1641907182286126e-12,1.5403122177270755e-12,5.602615306373719e-13
6370.0,6.96616271572151e-13,1.3854714597785396e-12,5.36793188425526e-13
6380.0,2.1089949160186626e-12,1.1102306688046165e-12,3.547447798867051e-13
6390.0,2.1650048382700475e-12,1.3888321840036793e-12,6.867734632070473e-13
6400.0,3.7028500404458714e-12,3.533904573289507e-12,4.27159236139851e-13
6410.0,2.7942619837612484e-12,4.217110731670686e-12,3.5540458073559044e-13
6420.0,1.2810340976144168e-12,2.2908900831325576e-12,1.6197988642085637e-13
6430.0,1.2128202871736005e-12,1.742751856850756e-13,4.991963222792117e-13
6440.0,6.925388768779279e-13,6.640478617645606e-13,5.642488614759675e-13
6450.0,1.749835484704418e-12,1.0005518512428914e-12,5.365415619359618e-13
6460.0,1.3957656685087942e-12,1.5915736809403973e-12,4.656859448864608e-13
6470.0,8.230276290075434e-13,1.9854308486423713e-12,2.410686193375156e-13
6480.0,1.2900479921803997e-12,1.7297453468679316e-12,7.545777358130398e-13
6490.0,1.9927595737085354e-12,4.40386648450706e-12,1.400477519527792e-12
6500.0,2.7360656182563583e-12,2.7079380536533308e-12,1.8868318206524694e-12
6510.0,5.390580590443238e-12,2.4591298444844604e-12,2.0464925131572466e-12
6520.0,2.7689292240159357e-12,8.712025342795618e-13,1.082379636677819e-12
6530.0,2.02753873553061e-12,1.1004657922240495e-12,6.026473932148479e-13
6540.0,7.18773102757141e-13,1.3788978767735735e-12,6.468967635763208e-13
6550.0,4.113018737282921e-13,1.4384032824500301e-12,9.32858276599359e-13
6560.0,3.0912618577092128e-12,1.4182741560796514e-12,2.5850067308398817e-13
6570.0,3.4871037562500197e-12,4.747179061279434e-13,5.382820652405588e-13
6580.0,3.0722609165298323e-12,1.2209005844897758e-12,8.208964725625365e-13
6590.0,5.035605829884373e-12,3.1286069735263167e-13,8.373375038392573e-13
6600.0,1.5689929868590738e-12,6.232828892038502e-13,1.858295537278288e-13
6610.0,1.2398929429327881e-12,1.4581869648385128e-12,2.1680699924545282e-13
6620.0,3.169069230884478e-12,1.117777004906849e-12,4.672554180707152e-13
6630.0,2.3684960612706315e-12,1.1568561784025945e-12,6.504096527244804e-13
6640.0,3.014346938055209e-12,1.6976414961429278e-12,6.527211572175182e-13
6650.0,6.288578508091651e-13,1.212126541957342e-12,4.1609331536827845e-13
6660.0,7.911309324686377e-13,3.5190492312504874e-13,5.1275174324596814e-14
6670.0,8.834892087993288e-13,1.5066920733838025e-12,6.190146253731804e-13
6680.0,2.7824182902274797e-13,7.803105674587593e-13,2.405442106525588e-13
6690.0,1.5345168265442638e-12,2.3154991302120237e-12,1.216555267106787e-12
6700.0,2.3444914060377474e-12,3.2327533139907328e-12,1.425214231228489e-12
6710.0,1.2082302107672884e-12,1.962822570400386e-12,7.26038869903255e-13
6720.0,5.8704812809104944e-12,1.7146776072316543e-12,1.112075427895049e-12
6730.0,4.104145378062859e-12,2.753107488677643e-12,1.2634500944144775e-12
6740.0,1.551612289500129e-12,1.501450780121458e-12,1.3513662239727016e-12
6750.0,1.85108008861438e-12,7.01545345829426e-13,5.175204889541035e-13
6760.0,1.085696185873398e-12,1.40933581333748e-12,5.21856824183683e-13
6770.0,1.3758967767335882e-12,1.5476423289926425e-12,3.830653563086241e-13
6780.0,3.5684724702367376e-12,1.6047529183912507e-12,9.31634736945419e-13
6790.0,3.243518437201953e-12,3.801141753738177e-12,2.537013248444528e-13
6800.0,1.1952507622672682e-12,3.2447982302968247e-12,1.741720333007902e-13
6810.0,6.002006030165543e-12,2.4238386975272994e-12,1.7033165314982678e-12
6820.0,4.6069235425529006e-12,4.470608540569535e-12,3.885436294708778e-12
6830.0,5.457825918827225e-12,2.38897654060172e-12,4.303744842467461e-12
6840.0,2.752831226567247e-12,2.499667509378792e-12,3.3107509725933903e-12
6850.0,1.4196091360781534e-12,7.203874598295834e-13,1.3144230352797482e-12
6860.0,2.4722480798337173e-12,1.0505640535195427e-12,3.136238154640342e-13
6870.0,2.9937246154407884e-12,3.590789766048067e-13,1.0508441924741682e-12
6880.0,3.3737826354375654e-12,8.373116330325306e-13,5.164619979760142e-13
6890.0,2.711067194979986e-12,2.605192816403117e-12,1.7594794369122637e-12
6900.0,2.2674194173129755e-12,2.018808173619459e-12,1.823567909462246e-12
6910.0,1.563022563275368e-12,2.053263384031011e-12,6.067614956088482e-13
6920.0,9.42292609899971e-13,7.354086824580279e-12,1.600283539252835e-12
6930.0,1.7602519002066802e-12,6.7475451227737644e-12,1.288096406141529e-12
6940.0,3.4236132137336813e-12,4.228358234355328e-12,1.4873330540242347e-12
6950.0,5.216616081848307e-13,2.1390463767119284e-12,3.537750709194256e-13
6960.0,8.843583281748204e-13,1.098431302049901e-12,7.057089223125437e-13
6970.0,1.1257969764696303e-12,2.0794986860229832e-12,3.6717026394335564e-13
6980.0,3.129739097044576e-13,1.1384656677781258e-12,8.7505269758454e-13
6990.0,2.7347481964500353e-12,1.5940906322212386e-12,5.499020001528985e-13
7000.0,2.26609794135425e-12,2.645218634097359e-12,9.606903089129563e-13
7010.0,5.997065073912764e-13,2.450558749972125e-12,1.6586120810262013e-12
7020.0,3.7630163811639324e-12,3.0042498660637576e-12,3.762927644567642e-12
7030.0,4.289001082264284e-12,3.944389993152151e-12,4.34251826218676e-12
7040.0,4.230821203309287e-12,4.349052834732239e-12,2.6722672076662484e-12
7050.0,1.0479471107839798e-12,2.5995167777415633e-12,1.3273460550678197e-12
7060.0,1.4469147142055364e-12,1.3467181234034532e-12,6.764825888632329e-13
7070.0,1.761584629992257e-12,1.6634801471993569e-12,1.3646563197231031e-12
7080.0,2.3393470276286096e-12,7.829143967946126e-13,3.0923623315265263e-13
7090.0,9.24442338658292e-13,2.691175521092536e-12,2.4294773886097893e-13
7100.0,8.829973368498172e-13,3.2457954806358852e-12,7.27339837434606e-13
7110.0,1.1786152344981466e-12,4.0882813547103463e-13,7.686250370268781e-13
7120.0,3.954385256437059e-12,1.431573930080891e-12,1.0249608003455254e-12
7130.0,2.831098153500036e-12,1.2040963969283723e-12,1.4468750630454709e-12
7140.0,1.5558180918049737e-12,8.386252631635902e-13,1.0157983802096518e-12
7150.0,1.4334890813735165e-13,1.9563897298362005e-12,4.487251532700152e-13
7160.0,1.6055873143673024e-12,9.75394468620832e-13,5.991444314664334e-13
7170.0,9.690191945727385e-13,2.1782863132533898e-12,4.620635425843246e-13
7180.0,2.423867399896166e-12,7.160095055484074e-13,6.782042324584777e-13
7190.0,1.7448664755463528e-12,1.8623345083911923e-12,9.095790185022553e-13
7200.0,1.09132790756554e-12,1.8169919655827233e-12,1.3763755956741791e-12
7210.0,3.0034954931983876e-12,1.1496544191561531e-12,2.6594110318723515e-13
7220.0,1.5867478148440124e-12,4.5090000503371177e-13,5.107608384636044e-13
7230.0,1.949810079256567e-12,8.410105340683356e-13,1.0220614550530982e-12
7240.0,4.3015033389981855e-13,2.1063021188340907e-12,5.187307908466292e-13
7250.0,9.283131979887163e-13,1.7097641123109552e-12,1.6913448107172282e-12
7260.0,1.8414046926671526e-12,1.5195192499260343e-12,5.536897046413765e-13
7270.0,8.639044204445372e-13,9.082812754166148e-13,9.061240763355464e-13
7280.0,4.3923834013484374e-13,4.2963696091134414e-13,9.026526953858979e-14
7290.0,5.456841341234195e-13,1.6383037653519852e-12,9.365679366770576e-13
7300.0,1.0944988994677662e-12,1.8728812712835627e-12,6.131075734345409e-13
7310.0,9.407448292839388e-13,8.140646064641034e-13,3.409182405067884e-13
7320.0,9.399327113380998e-13,1.6305352736799156e-12,2.3463992122619763e-13
7330.0,1.831031902660386e-12,2.4697510772690274e-12,6.014241427091213e-13
7340.0,3.0458608456831e-12,3.599704416155175e-13,9.746878438245962e-13
7350.0,3.4574855562863787e-12,2.5706591736893903e-12,8.678360262350646e-13
7360.0,2.956811050806653e-12,1.511449304576963e-12,8.571627596961896e-13
7370.0,3.4955815986337158e-12,1.271470672261922e-12,3.8289872703945503e-13
7380.0,2.910085374697746e-12,8.936626430304425e-13,1.109849253415871e-13
7390.0,2.4938390614839993e-12,8.090900253591958e-13,9.272889348299225e-13
7400.0,1.8569621420162343e-12,1.777471191342265e-12,1.0476402352692994e-12
7410.0,1.4783074277265873e-12,1.416232890219483e-12,9.48049508059504e-13
7420.0,1.795257939302093e-12,1.0852459328089028e-12,8.807228939537411e-13
7430.0,9.166857535429923e-13,9.094703202896407e-13,8.863003095952083e-13
7440.0,1.3347864753181642e-12,1.0760317428847838e-12,8.772422689895655e-13
7450.0,2.9929055308565493e-12,1.4454085371450296e-12,1.7771236095696322e-12
7460.0,2.6532394961868624e-12,1.966510109430379e-12,9.754491094984614e-13
7470.0,3.441319649325524e-12,1.4006503697045861e-12,1.032496398924563e-12
7480.0,4.179797697694929e-12,2.0314000384359016e-12,4.3428455345388093e-13
7490.0,2.5469418427435443e-12,1.7827614491070165e-12,1.7618033771799581e-12
7500.0,1.4350199657397581e-12,1.9085011337765568e-12,2.6852786071811936e-12
7510.0,4.355955714596853e-12,2.3674039054270936e-12,2.9808393520593865e-13
7520.0,2.966463121171088e-12,1.48766444422722e-12,2.797446325176325e-12
7530.0,4.264150383680772e-12,1.9419535645782447e-12,3.829489970230445e-13
7540.0,5.093344278659941e-12,1.4780287928535953e-12,2.3113005525407228e-12
7550.0,5.871331690861025e-12,4.065384573875195e-12,7.036942651068511e-13
7560.0,2.0449342381602197e-12,6.217931847256222e-13,2.026349792558751e-12
7570.0,5.476091588052364e-12,1.2747795897085958e-12,1.882748610362698e-12
7580.0,2.6835536870719953e-12,1.3241675317441425e-12,2.244983760396547e-12
7590.0,3.2415498641056815e-12,3.3210344223881996e-12,1.6044916908622607e-12
7600.0,1.683615980697929e-12,5.04406035931364e-12,2.0293182176480862e-13
7610.0,3.137164043711772e-12,6.213303163855565e-13,2.8245864809248425e-12
7620.0,5.937152279361078e-12,3.9374567397026566e-12,5.079244189578638e-12
7630.0,6.669254850451379e-12,2.3677890430531916e-12,5.858216532304542e-12
7640.0,1.0733220811212082e-11,1.5311255844621974e-12,8.165857834115992e-12
7650.0,1.1412970948883765e-11,5.897593827136514e-12,8.335485248344083e-12
7660.0,8.80934904495694e-12,6.730408673624246e-12,6.8389616812729726e-12
7670.0,1.0702576878284899e-11,7.748511968350966e-12,6.198944776352611e-12
7680.0,8.204952367719203e-12,6.612191633441468e-12,4.225964062634601e-12
7690.0,7.632942922209437e-12,4.04333414349132e-12,3.6725953740158385e-12
7700.0,6.332978545239703e-12,2.726584304320439e-12,1.7299388813570261e-12
7710.0,5.17085274708119e-13,2.0949820020941365e-12,6.739082265169282e-13
7720.0,1.1473506573892037e-12,8.538573363319331e-12,2.6989907232663833e-12
7730.0,1.763417559035309e-12,1.229740650377955e-11,2.2527335970301307e-12
7740.0,3.5770440493346513e-12,1.725171706759517e-11,2.8974758930650885e-12
7750.0,1.7111851379646642e-12,1.3322660809014106e-11,2.4016634053035158e-12
7760.0,3.243913171717432e-12,1.5204935444203507e-11,2.3021334798241408e-12
7770.0,1.127923681750644e-11,1.5410622725122786e-11,8.376335775446579e-12
7780.0,7.519361072109794e-12,6.834108779323168e-12,5.6410853254313245e-12
7790.0,9.418066073885365e-12,7.655621532271951e-12,7.770896094280561e-12
7800.0,1.1243372360796658e-11,3.910870103936453e-12,7.171907037159431e-12
7810.0,6.965828680435278e-12,3.777437373857153e-12,2.1731436815166055e-12
7820.0,4.015564998414821e-12,4.2770214353784396e-12,2.9676349403457545e-12
7830.0,7.458488490885202e-12,3.781388060197647e-12,5.021287756291591e-12
7840.0,8.89063984531176e-12,6.75339323526702e-12,8.497692024467895e-12
7850.0,5.997069510150851e-12,5.6614088751920186e-12,7.955330814950333e-12
7860.0,5.691180987347788e-12,1.0425136793460446e-11,6.126162654461351e-12
7870.0,5.367190133922026e-12,1.3593955558387413e-11,7.705760743915339e-12
7880.0,3.8259450842771366e-12,1.4075201790268544e-11,4.912452830158103e-12
7890.0,3.7822621923042534e-12,1.4393379278046496e-11,2.0153928448778387e-12
7900.0,5.265874035699251e-12,1.208955951067674e-11,2.419104208049293e-12
7910.0,2.305392445666143e-12,2.926291240426994e-12,2.5432599981734546e-13
7920.0,6.333903400230623e-12,3.965929953126761e-12,9.931452208370219e-13
7930.0,8.170396291674287e-12,3.8514705475525404e-12,3.964143143127633e-12
7940.0,4.136785126274698e-12,1.1345207189002723e-12,2.0512231112178462e-12
7950.0,9.66089930328157e-12,3.955522114386292e-12,2.086904395331426e-12
7960.0,1.210692225172817e-11,2.9498180768841928e-12,2.8363411035979613e-12
7970.0,4.706942442774266e-12,3.838045967410038e-12,7.628219936303003e-12
7980.0,5.8027386903449835e-12,4.683316677720897e-12,7.365578627400837e-12
7990.0,6.5281235426988256e-12,3.258416129083263e-12,7.333515994286955e-12
8000.0,1.3205022233721308e-11,6.010408967078033e-12,7.902369749113614e-12
8010.0,1.844241363462373e-12,4.813993259678033e-13,3.935864794428358e-13
8020.0,1.167681499283354e-12,2.3166088051903163e-12,1.3938762987435956e-12
8030.0,4.258794198821703e-12,4.596944710565014e-12,1.3620488074578824e-12
8040.0,1.5322594088619739e-12,1.10528801003252e-12,1.8370805468682304e-12
8050.0,1.98780341101634e-12,1.4586957039468006e-12,1.631256059492375e-12
8060.0,6.368098822222296e-12,1.988239341877698e-12,1.536620671253158e-12
8070.0,2.80234833170669e-12,1.3814377067216033e-12,1.3297261670930888e-12
8080.0,5.482842726588869e-12,2.757867999885693e-12,1.1146740801003848e-12
8090.0,4.821451697498906e-12,3.001265242825381e-12,1.68607766682813e-13
8100.0,4.4755875700662644e-12,2.5528106598619775e-12,1.7505210056135127e-12
8110.0,1.9565012234480148e-12,3.1106440736219725e-12,8.915749813976713e-13
8120.0,3.867523533036136e-12,1.6432994342499548e-13,4.3596826577519797e-13
8130.0,3.3765552374283047e-12,1.809880604615396e-12,1.67570104703522e-12
8140.0,5.257877562883624e-13,6.778957432496989e-13,7.509099371874338e-13
8150.0,3.912090161101914e-12,1.044877704725124e-12,4.470189416793618e-13
8160.0,2.822724152589047e-12,1.5806649643820305e-12,9.175174155464806e-13
8170.0,4.4670120783716455e-12,1.1521308652611886e-12,8.689438564852003e-13
8180.0,3.3029395268865536e-12,3.629635965783074e-12,3.1920299377281367e-12
8190.0,5.621198373887721e-12,1.6645911665215788e-12,3.3329694770921136e-12
8200.0,3.5336936764712047e-12,3.220230387578317e-12,2.499565411731426e-12
8210.0,2.770537725758477e-12,1.5453936022107432e-12,7.077485785962169e-13
8220.0,1.3222621494872622e-12,1.1496655729351388e-12,1.509957418401985e-12
8230.0,1.6967563237350242e-12,1.351486847349361e-12,9.563224887860852e-13
8240.0,1.2095335204571285e-12,7.893248074976963e-13,3.1681723654772965e-13
8250.0,2.180458608263833e-13,6.292025372850175e-13,5.593680020128454e-13
8260.0,1.8330028846312157e-12,1.7946162544470895e-12,8.75107888981689e-13
8270.0,2.0941167063662115e-12,1.6259112727119484e-12,5.014986462775458e-13
8280.0,1.3194789621085072e-12,4.737317703285922e-12,4.4924943428322835e-13
8290.0,1.620344375605014e-12,6.157303550491314e-12,5.311116862102e-13
8300.0,1.0644152098889617e-12,4.065550797298623e-12,1.4238423337476748e-13
8310.0,1.3134189120626293e-12,1.940747262666195e-12,7.193565088934563e-13
8320.0,2.739425751878401e-12,3.758109174423364e-12,9.5863416541004e-14
8330.0,1.7055946874627311e-12,2.1249750539383023e-12,9.633601981166884e-13
8340.0,1.697251507866093e-12,7.452056664926077e-13,2.265153156292727e-13
8350.0,1.089516529717238e-12,1.9830758590481544e-12,3.0364346679218833e-13
8360.0,2.2688801989084504e-12,9.530890793522318e-13,8.868041680166732e-13
8370.0,1.7516569325374445e-12,2.275294371290769e-12,6.496259368071895e-13
8380.0,1.693646933117842e-12,2.5138746244952663e-12,1.6267271770608907e-12
8390.0,4.229978052444628e-12,1.8598525322601976e-12,2.400500910236724e-12
8400.0,5.40448694348302e-12,1.1794755587540579e-12,1.6383263514076498e-12
8410.0,2.8369609318251005e-12,1.876493779499496e-12,1.7145331225496194e-13
8420.0,3.266470675544963e-12,2.1857765821582417e-12,1.8293841611282853e-12
8430.0,3.259077025733656e-12,2.0461184474823333e-12,1.6027052653716167e-12
8440.0,2.706639486234061e-12,1.876422528459893e-12,1.4730618452215752e-12
8450.0,3.659146516658013e-13,6.124523438008269e-13,5.764505435009813e-13
8460.0,3.044220477949632e-12,1.1349118986735678e-12,1.6517407960031427e-12
8470.0,3.959015815113748e-12,7.007415238811306e-13,2.468203050163431e-12
8480.0,2.605971533514487e-12,1.7373994771271613e-12,1.252145457425478e-12
8490.0,2.407107109873989e-12,4.201345379050386e-12,7.208203416747881e-13
8500.0,2.1329806764908206e-12,2.4935163464751685e-12,1.3603485370426559e-12
8510.0,2.506499449928001e-12,3.3107985287734032e-12,1.599663649083764e-12
8520.0,1.104481783965477e-12,1.4402891984836663e-12,1.364335842520768e-13
8530.0,9.593760768774224e-13,1.9317422671773484e-13,1.0899495625104494e-12
8540.0,2.188281760102466e-12,1.984328409713738e-12,8.842318845391161e-13
8550.0,2.0853612664451384e-12,2.245736161097257e-12,1.4734629786441296e-12
8560.0,2.5986745501756374e-12,4.26445065704089e-12,1.7678861163354483e-12
8570.0,1.0526345180915336e-12,6.404275575403906e-12,2.5798627154831665e-12
8580.0,3.2091152130187836e-12,1.753680999328588e-12,2.2876921464070016e-12
8590.0,1.2151650775940099e-12,1.6244201975639092e-12,2.1597092246594224e-12
8600.0,2.2891587393238173e-12,1.352433450433984e-12,1.7755100715681137e-12
8610.0,3.983521840319729e-12,5.496821295530457e-13,2.0530422398972098e-12
8620.0,1.7010184261571387e-12,2.2790474536912565e-12,1.2984580716006142e-12
8630.0,3.717013415546614e-13,2.7043178852403457e-12,7.256862360748654e-13
8640.0,1.2280153134302258e-12,1.7798326726675854e-12,1.037416308615555e-12
8650.0,5.055525158109787e-13,2.34474289072965e-12,9.43346068555818e-13
8660.0,2.030685820943517e-12,3.853233880178441e-12,2.222144973451485e-12
8670.0,3.2616202494221713e-12,5.185279202909157e-12,2.733535065328961e-12
8680.0,4.840722203779311e-12,8.489967645565178e-12,1.9822085450340534e-12
8690.0,4.125129621809591e-12,8.526310030196552e-12,9.336413142995936e-13
8700.0,2.5369699648089768e-12,5.903337081355808e-12,1.504878928893204e-12
8710.0,3.5243482859336574e-12,8.821156172996581e-12,9.738910917226793e-13
8720.0,1.2740766109655077e-12,5.985307802007293e-12,2.9250629138268927e-13
8730.0,1.7172539339311376e-12,3.745903139275692e-12,8.963835656626012e-13
8740.0,2.731676326084997e-12,1.6306120373453158e-12,9.366881469284034e-13
8750.0,3.554987825541524e-12,1.841855624953624e-12,1.0079400224298964e-12
8760.0,3.3018996830945933e-12,3.109377050135979e-12,1.4465326307635917e-12
8770.0,2.8104886016315868e-12,2.6216835123641006e-12,2.132839596471637e-12
8780.0,3.1396216628033536e-12,4.045834654100383e-12,2.235856340333188e-12
8790.0,9.258341119212717e-13,9.676680152998435e-13,2.4916686188216346e-12
8800.0,2.9318035480242437e-12,5.978356132254448e-13,1.9554998243611983e-12
8810.0,2.872844047274869e-12,1.0280643311005035e-12,2.1075584997563827e-12
8820.0,1.0606408577399638e-12,1.0022169410898086e-12,1.1720501453255433e-12
8830.0,1.4832416677752757e-12,6.417599290514707e-13,4.4233734592492384e-13
8840.0,2.0195824954747723e-12,1.294400139429369e-12,3.2080149375504014e-13
8850.0,7.383354083542955e-13,4.946176355243792e-13,6.15099506488382e-13
8860.0,6.152275127723222e-13,1.0536255342716414e-12,1.2876433934829605e-12
8870.0,2.1405211972592208e-12,6.423793367942949e-13,7.741793426466696e-13
8880.0,8.901615550469508e-13,7.678326357108363e-13,1.1544765629657536e-12
8890.0,2.6164971751179924e-12,1.4557175096951212e-12,1.747105333773168e-13
8900.0,1.3116803562520386e-12,1.1334130918227585e-12,7.361909137837647e-13
8910.0,1.1903781187337562e-12,4.387518539466603e-13,5.058379016726717e-13
8920.0,1.0668224381048208e-12,3.9502631851759095e-13,6.69869674287008e-13
8930.0,1.951073845571904e-12,5.487259147409619e-13,5.303645522357431e-13
8940.0,6.242162769773236e-13,9.67289015181453e-13,3.8293724532417217e-13
8950.0,1.1968277710072907e-12,8.879217858277103e-13,5.101086477468943e-13
8960.0,3.0908664034474277e-13,5.161664106494705e-13,4.845385937881164e-13
8970.0,2.0115781937098843e-12,1.0394461227369794e-12,5.649783599136151e-13
8980.0,1.6537597676809017e-12,2.1701315393191433e-12,2.41605052834074e-13
8990.0,3.986194772343937e-12,2.987484739849825e-12,2.8047896452486396e-13
9000.0,4.7725375455101715e-12,2.093269099487647e-12,4.1208075991812665e-13
9010.0,2.2431856403714753e-12,2.189647054066637e-12,7.236187374207414e-13
9020.0,2.049120340463189e-12,8.727952489965024e-13,2.753641597964782e-13
9030.0,4.922194255433416e-13,2.0885010231467253e-13,5.363816316229295e-13
9040.0,1.4321125240705253e-12,1.0765544002794931e-12,2.2724893508112786e-13
9050.0,5.962229312365626e-13,1.4098324898839233e-12,4.663854728608196e-13
9060.0,6.667846154615241e-13,1.245314475626017e-12,5.442080118726158e-13
9070.0,8.884652604043432e-13,1.101272644043317e-12,3.815766264928435e-13
9080.0,1.5761379722014624e-12,1.8370470388897253e-12,8.92637536967636e-13
9090.0,1.497444504732932e-12,1.1658297258183487e-12,2.018176474782027e-13
9100.0,7.95086933972137e-14,1.5605159740982928e-12,9.680496248752378e-13
9110.0,1.5288829125562306e-12,2.91674497295286e-12,9.268777203205418e-13
9120.0,1.8803145168957447e-12,1.6453153385970835e-12,4.305599043236111e-13
9130.0,2.7644881027678097e-13,1.3342245770872448e-12,2.4077649578070175e-13
9140.0,1.2851645027564464e-12,9.83657748290154e-13,4.827574028538547e-13
9150.0,3.000764082703017e-12,2.479311625530188e-12,1.0016112158242217e-12
9160.0,1.6391480302700216e-12,1.3592398101591938e-12,1.0719533474703605e-12
9170.0,1.7924534972720744e-12,6.18947404790412e-13,1.304487810155631e-13
9180.0,1.3301291810859089e-12,1.2834977157414286e-12,9.536221666051834e-13
9190.0,5.4482143151963914e-12,1.8748695408826576e-12,9.464693516396949e-13
9200.0,3.4055586555709337e-12,2.268980217755512e-12,1.041930883526772e-12
9210.0,1.9629010979068957e-12,1.7978357090681897e-12,3.3832456651074557e-13
9220.0,3.705184211053486e-12,8.963469141943952e-13,1.2508500288451797e-12
9230.0,4.321231400383262e-13,6.127952472686913e-13,8.405076537765414e-13
9240.0,3.1060776626290437e-12,1.0293139316183998e-13,8.428450327886189e-13
9250.0,1.361641903739835e-12,1.0213597409328123e-12,1.2556150398146465e-12
9260.0,1.6166413117197589e-12,3.149826680121484e-12,2.1394234093832337e-12
9270.0,2.9892218030334004e-12,4.1272975923492274e-12,1.586307826687014e-12
9280.0,3.175896988973996e-12,2.085432335955847e-12,6.272247945238943e-13
9290.0,1.2247347637732027e-12,8.179046162102765e-12,1.548817102780808e-13
9300.0,4.8278198549947405e-12,3.3967531566144963e-12,2.5810467811199917e-13
9310.0,4.3820343837683756e-12,4.831876223577378e-12,1.2085691872207523e-12
9320.0,4.291385851635213e-12,3.1824677584074167e-12,1.3016305434730022e-12
9330.0,9.874676703840397e-13,3.340924211647764e-12,1.0636460269097376e-12
9340.0,3.7482148571326655e-12,9.072846718318989e-13,1.19358948656853e-12
9350.0,2.003176459821371e-12,1.299861346704744e-12,1.9169153124459598e-13
9360.0,6.616912297488015e-13,3.962091053647827e-12,6.993977296380472e-13
9370.0,4.439271841622511e-12,2.747731041953225e-12,2.6221441721815266e-12
9380.0,3.870161974644813e-12,3.859573504926019e-12,2.0193811999563037e-12
9390.0,6.555576713824984e-12,2.207395193266024e-12,6.416549101361502e-12
9400.0,7.369003499291033e-12,4.318650866608335e-12,6.011318323942724e-12
9410.0,3.3311250238798267e-12,3.571418116933146e-12,4.20413846961297e-12
9420.0,9.372266603172634e-12,2.37187030160885e-12,5.363406413141598e-12
9430.0,5.640641737314078e-12,1.6073925092097347e-12,1.037119402964481e-12
9440.0,3.7064070947087725e-12,2.6130588131528623e-12,2.4214517779814883e-12
9450.0,3.5528604411084156e-12,9.962308183340594e-13,1.671838210383125e-12
9460.0,1.2261946540157505e-12,1.5464371779749991e-12,1.4665610805093326e-12
9470.0,1.2576111164220615e-12,3.193798619204417e-12,2.2477132032189477e-12
9480.0,5.335270376407841e-13,2.089306966631362e-12,1.2636592271364828e-12
9490.0,2.4532898378345383e-12,1.108576125131909e-11,9.566839876549849e-13
9500.0,5.993428912428704e-12,1.0620953729501528e-11,1.7020654947613869e-12
9510.0,1.93248419349764e-14,8.603543709584427e-12,7.281709874443752e-13
9520.0,5.662813230676359e-12,1.2444908477399848e-11,1.3840426674505533e-12
9530.0,2.5757257643700396e-12,4.070882322357797e-12,2.2600438124188102e-13
9540.0,4.4185668334863165e-12,5.75362453040878e-12,1.0811147832948534e-12
9550.0,2.456016219786016e-12,1.906682790213702e-12,7.121073627195999e-13
9560.0,4.3158735490365917e-13,1.9314938045240293e-12,6.136878545625985e-13
9570.0,6.364573941555087e-12,2.549499897578827e-12,1.8643979481918264e-12
9580.0,3.1075805458416095e-12,1.723732276460206e-13,2.1134787222719406e-12
9590.0,8.645871602791166e-12,2.462126304103354e-12,5.03863882051361e-12
9600.0,6.398177528401399e-12,3.216014378733488e-12,6.824883540421273e-12
9610.0,7.62159602787854e-12,4.565211806438212e-12,4.814530859586239e-12
9620.0,5.74833614278473e-12,3.2328243376059692e-12,6.09248970304681e-12
9630.0,1.8045209845936882e-12,1.2953913266442533e-12,3.211627605808319e-12
9640.0,2.4079042492287957e-12,1.8998956821691864e-12,3.2985930797361467e-12
9650.0,3.5909978446861375e-12,2.397404565934906e-12,2.5688627571934397e-12
9660.0,5.0145332527693404e-12,2.7974986937735343e-12,5.1855086654405926e-12
9670.0,4.960415992135338e-12,2.6775452524640787e-12,4.345787275940195e-12
9680.0,3.298940769115456e-12,3.5687502976034428e-12,2.5717103306136765e-12
9690.0,3.916783008580216e-12,2.801061175338861e-12,1.845105620908784e-12
9700.0,6.082295301369308e-12,4.577876218843065e-12,8.428128120162741e-13
9710.0,4.96994846473327e-12,2.9376623302825317e-12,1.624907094035503e-12
9720.0,4.831619018290396e-12,1.09624986606314e-12,5.440386813984217e-13
9730.0,3.7436461693591776e-13,2.32753456525359e-12,9.58426842264421e-13
9740.0,2.6354255787269694e-12,3.603257516954845e-12,1.8395041393134464e-13
