frequencia_Hz,magnitude_PM,magnitude_FM,magnitude_AM_DSB
12520.0,7.178932260078744e-13,1.140848788087855e-12,3.0908996112465705e-14
12530.0,2.240323407599158e-12,1.6818411059288732e-12,3.2717495837956825e-13
12540.0,1.934560820210135e-12,1.477742796858005e-12,6.687628450818066e-13
12550.0,2.9410467647935247e-12,4.909163859931902e-13,1.7646901052139233e-12
12560.0,3.893188572622761e-12,2.029953659184614e-12,2.0352583967252726e-12
12570.0,3.705992212461705e-12,2.476764671245935e-12,2.3182457667582783e-12
12580.0,3.1861649476516244e-12,2.721382159854623e-12,2.5470130152714054e-12
12590.0,1.9322039386879114e-12,2.2652416053965565e-12,3.415101611406677e-12
12600.0,1.3507049055480358e-12,1.7570795372328289e-12,2.773400689964013e-12
12610.0,3.773222137342197e-12,2.8002831643597913e-12,7.206620954178078e-13
12620.0,2.4433226704910636e-12,1.1013619085957547e-12,1.3831033981920334e-12
12630.0,1.0934356622872409e-12,1.4786779229459101e-12,1.3460195169655562e-12
12640.0,1.4687691176134731e-12,7.094881027629177e-13,9.246721263454355e-13
12650.0,1.5292791830440872e-12,2.4296810172980846e-12,3.3834059810342313e-13
12660.0,1.4965930130804626e-12,4.833290637447759e-12,1.710785795275854e-12
12670.0,1.3474261416866301e-12,5.020870945378944e-12,3.198169190042206e-12
12680.0,2.066258150290257e-12,5.312747059500255e-12,3.465865368701259e-12
12690.0,2.328567767130808e-12,2.416897983673723e-12,1.7476382366567128e-12
12700.0,1.6752748111240835e-12,3.3978057572679784e-12,9.093060081567914e-13
12710.0,1.430808653218936e-12,1.2766140027060225e-12,4.098814759355087e-13
12720.0,1.2242108168491114e-12,2.448850152267067e-12,3.0488329358470963e-13
12730.0,1.0166350239108157e-12,1.2735841073373344e-12,1.8190874596825984e-13
12740.0,1.812207818223055e-12,8.03295728062155e-13,1.9516255218762335e-13
12750.0,1.918013831269305e-12,1.1084976745990045e-12,6.899288262622854e-13
12760.0,2.8745142047430262e-12,6.281098730086638e-13,1.5109914656897912e-12
12770.0,2.7070647240452703e-12,2.1423504456745045e-12,1.197602442993612e-12
12780.0,2.231262042637376e-12,3.283924775737173e-12,2.01037702069825e-12
12790.0,2.930464484054983e-12,2.1374549851037264e-12,3.2431206597772106e-12
12800.0,1.0002699857701908e-12,1.6978449781159892e-12,3.1463308805412123e-12
12810.0,3.3782102871399577e-12,7.221777933111e-13,8.772949745339685e-13
12820.0,2.0095258169714127e-12,1.8528149234650715e-12,2.050276166628851e-12
12830.0,1.5762566977846155e-12,1.7681916623543992e-12,1.037877701691609e-12
12840.0,1.831204650225367e-12,1.5350128563804837e-12,3.6052710296969914e-13
12850.0,1.7817467186549218e-12,2.0155366378666654e-12,6.902899014471409e-13
12860.0,1.1108829208040446e-12,1.4902960170076256e-12,8.809248058204157e-13
12870.0,8.682012935762322e-13,4.783781977104053e-12,4.786855174113288e-13
12880.0,9.394895949102862e-13,5.703570821017773e-12,2.2828115990134807e-12
12890.0,2.8931743556054257e-12,6.398880323686361e-12,9.078637069451169e-13
12900.0,1.5513307600996158e-12,2.3506174009177973e-12,6.004309726143663e-13
12910.0,1.0874738319414606e-12,4.883834894929968e-12,5.390528470663263e-13
12920.0,3.9504637398184073e-13,4.6275273392800126e-12,3.21280536282232e-13
12930.0,1.5138734310690422e-12,3.1100558024565804e-12,3.0373520403368873e-13
12940.0,5.206483002581993e-13,1.8593136722977116e-13,3.7742229040984023e-13
12950.0,3.567527698549148e-13,1.1793107692833481e-12,8.136245009644955e-13
12960.0,1.3192351672277067e-12,7.309370868939306e-13,1.590942012677795e-13
12970.0,2.4488578841354082e-12,1.0557599210190104e-12,5.341284921953896e-13
12980.0,1.743877801992476e-12,2.9069732300976895e-12,3.975343388053172e-13
12990.0,2.64237010148096e-12,1.2668802637077056e-12,2.2893662230467287e-13
13000.0,2.8602113944516735e-12,2.852876382859938e-12,5.183333188847573e-13
13010.0,2.0146599791012728e-12,1.5279580482028491e-12,5.795591373836032e-13
13020.0,1.6056473465298558e-12,6.764751724544195e-13,3.9908213374162423e-13
13030.0,9.703422663255718e-13,2.064347828810075e-12,2.2384283574881788e-13
13040.0,1.659046966327641e-13,3.9847338244731945e-13,4.599504196460789e-13
13050.0,1.947231888980713e-12,1.7963537326811786e-12,2.925762230975096e-13
13060.0,4.495933922694789e-13,1.6137508715076408e-12,5.015292437841115e-13
13070.0,4.141351756304911e-13,1.9504907148942247e-12,4.688610466895757e-13
13080.0,1.0291615081837222e-12,2.534776289803285e-12,7.885901990110358e-13
13090.0,3.944128208199669e-13,4.353380043962914e-12,4.046414009948332e-13
13100.0,2.3114101593935687e-12,4.846220916883993e-12,7.301641200705651e-13
13110.0,9.503516275960898e-13,3.639672282328774e-12,6.390109386087195e-13
13120.0,8.634609250521202e-13,1.8877491684856544e-12,8.888448800692166e-13
13130.0,1.875983446977493e-12,1.146678449310465e-12,1.8310204906552188e-13
13140.0,6.293621872211264e-13,1.4443896760669094e-12,4.363892095959852e-13
13150.0,1.0621894673112973e-12,1.47593317568358e-12,2.0794782040642987e-12
13160.0,1.2229287158765535e-12,1.2909953128938565e-12,3.688482712969677e-13
13170.0,1.930430402535402e-12,1.5876861106158644e-12,5.760715099025247e-13
13180.0,2.6737340103590797e-12,1.6373986460494055e-12,2.778462352674239e-13
13190.0,3.504596914431868e-12,1.420453223176647e-12,3.9163979508728177e-13
13200.0,5.014747059932695e-12,1.366157348979724e-12,9.84434757395628e-13
13210.0,6.505995080079144e-13,3.2251870163164565e-12,1.9962763321456466e-13
13220.0,4.332412790649071e-12,1.7674334081490153e-12,6.308415479080562e-13
13230.0,2.0523250097638892e-12,1.8439802611891107e-12,1.9227719307952782e-13
13240.0,2.307372069801112e-12,4.766851825086898e-13,4.9704587663974e-13
13250.0,8.847380301440011e-13,3.1255682462254163e-12,9.356440927849722e-13
13260.0,1.0739358850951463e-13,2.7768526773349804e-12,9.32878580991238e-13
13270.0,2.907434145711492e-12,2.809155871148863e-12,1.2426759693776443e-12
13280.0,2.0094299207992035e-12,3.5400547082223016e-12,2.1176941891427382e-13
13290.0,2.5448802414686697e-12,5.649327193784935e-12,7.205235697763447e-13
13300.0,3.4691771418552694e-12,2.35769534793618e-12,9.290930259725067e-13
13310.0,4.957857272646204e-12,5.874547044330261e-12,9.493537010255257e-13
13320.0,1.76040287896859e-12,3.504887774461981e-12,8.984345691650233e-13
13330.0,1.5817666202860268e-12,1.8080923254937088e-12,9.52071832878775e-13
13340.0,5.916762705252641e-13,2.551012102740234e-12,1.428759683824034e-12
13350.0,7.443978754911977e-13,3.025463106639146e-12,1.6242327152354172e-12
13360.0,2.257762438057942e-12,2.5777560652681905e-12,3.985432273821041e-13
13370.0,4.235258933464381e-12,1.841207443418965e-12,2.7086596715820963e-12
13380.0,5.984649367265835e-12,1.2725903791835265e-12,2.3010372907479373e-12
13390.0,8.767421200603086e-12,1.3095022759710777e-12,5.663579540458713e-12
13400.0,1.0921435135864688e-11,4.970352831030985e-12,5.492540724205075e-12
13410.0,2.7614629557197297e-12,2.3736893695216375e-12,3.852240815659754e-12
13420.0,9.50359710004926e-12,6.100826478602493e-12,5.992870182588522e-12
13430.0,4.936109872604213e-12,2.8668985869347665e-12,1.563215595180606e-12
13440.0,4.007365073106818e-12,3.681054247315713e-12,2.845671280233648e-12
13450.0,2.3848447536273295e-13,3.3473838889767808e-12,1.7198737868961866e-12
13460.0,3.427031616749798e-12,1.568856193761979e-12,8.279280320177294e-13
13470.0,2.0600461772503438e-12,7.032367298519974e-12,6.400012643809924e-13
13480.0,1.9541056966560363e-12,5.043105374613809e-12,1.7670910703977515e-13
13490.0,1.8303027148362742e-12,1.2235549245950641e-11,4.700538055144274e-13
13500.0,2.028361220376767e-12,1.0252100606133372e-11,1.742907952167555e-12
13510.0,4.095842713070786e-12,9.604320944678268e-12,4.257966811238551e-13
13520.0,3.038260358460498e-12,1.2809902742705528e-11,1.4980531832554714e-12
13530.0,1.2958489757268106e-12,3.176423541795147e-12,4.741804402606898e-13
13540.0,1.9664903161271424e-12,5.5622949356938836e-12,1.0715412232472586e-12
13550.0,1.6397285202059074e-12,1.5537977587480184e-12,1.7513544001378873e-12
13560.0,2.873538772439481e-12,2.6072906142205803e-12,9.557411272631136e-13
13570.0,3.3326099997236876e-12,7.456132655763921e-13,1.7770909170833797e-12
13580.0,3.68010295271179e-12,9.419160299036804e-13,2.748929539175654e-12
13590.0,3.8128356915206e-12,2.0870046146179965e-12,5.673222884018892e-12
13600.0,8.50717272978327e-12,2.7756860265495056e-12,6.730189183620982e-12
13610.0,1.0379604458068254e-11,2.817915366149508e-12,3.769812520978305e-12
13620.0,7.541166215198996e-12,5.134712006784528e-12,5.924985576976292e-12
13630.0,2.6303845439115356e-12,1.0848025099591146e-12,2.991246131247156e-12
13640.0,5.739228008776679e-12,1.93977646038134e-12,3.688470043498343e-12
13650.0,3.3975720332238797e-12,1.6815951858867877e-12,2.4631946265059723e-12
13660.0,6.761753469574892e-12,2.5936191330456533e-12,4.756517671999086e-12
13670.0,6.185762531151251e-12,2.354667421175858e-12,4.204723989138697e-12
13680.0,2.943606869136523e-12,3.514308428930531e-12,1.6402932720729632e-12
13690.0,5.326958555130015e-12,3.961467325277815e-12,1.585988204492483e-12
13700.0,5.340652685935537e-12,1.0253405106187876e-12,1.6599738661926632e-12
13710.0,2.997937964330892e-12,4.076500650383519e-12,7.499876467106023e-13
13720.0,5.681062291060137e-12,2.483273199725746e-12,1.2260179198565514e-12
13730.0,3.3568784779251228e-12,5.425973597660018e-12,2.9864227916124045e-13
13740.0,4.150228062767624e-12,3.235168886126717e-12,9.815243671928427e-13
13750.0,1.9746755541890265e-12,3.3903717289776704e-12,5.88889595283315e-13
13760.0,1.7667349680804552e-12,6.954644241705389e-12,1.083349333637365e-12
13770.0,4.323776588877144e-12,7.785776197831646e-12,1.2606945601125732e-13
13780.0,2.2507532078754474e-12,5.5652400878763776e-12,7.017210563548453e-13
13790.0,4.727405457210408e-12,2.7288137407134574e-12,8.323597558197042e-13
13800.0,2.584556527874139e-12,2.087570428048331e-12,9.303327442052229e-13
13810.0,9.4708383951134e-13,3.066208068759927e-12,4.19710257525645e-13
13820.0,3.5846049952604053e-12,1.0303884888328492e-12,5.098975871958834e-13
13830.0,1.5957679635363218e-12,5.430555821060108e-13,1.923554277433681e-12
13840.0,4.5518781714227184e-12,1.5721344907561238e-12,1.3520996817559196e-12
13850.0,2.4556951166627312e-12,8.552830461350024e-13,1.905180690419274e-12
13860.0,6.0726536979208614e-12,3.940060630196041e-12,4.457352314418453e-12
13870.0,8.042033931145349e-12,6.047543282085831e-12,5.50171766332753e-12
13880.0,3.5733604485188825e-12,2.391784032922072e-12,2.7139099877703888e-12
13890.0,6.8779829426573465e-12,3.29770355485565e-12,2.7213226839404846e-12
13900.0,3.185395474380479e-12,6.389443295279209e-12,1.1906979881534909e-12
13910.0,2.352328776194788e-12,4.33709634779638e-12,1.061664161660224e-12
13920.0,3.182426525073796e-12,3.4267994781905592e-12,3.6288165045375916e-13
13930.0,1.908477111887023e-12,1.0553937918618784e-12,1.0970535650661246e-12
13940.0,1.895739507644138e-12,1.3023756843031795e-12,5.310023431695852e-13
13950.0,2.0530420786399213e-12,7.312744729431824e-13,5.974291368400566e-13
13960.0,4.066452962226525e-12,1.1363764372843874e-12,8.878658900016023e-13
13970.0,8.205690840553545e-12,2.0250030589829622e-12,1.118657322713085e-12
13980.0,3.255936192621033e-12,6.051689596412104e-13,4.4492434276532824e-13
13990.0,2.7731959233115737e-12,3.4010245720800082e-12,7.502087936149407e-13
14000.0,3.752778477799623e-12,2.728702709635764e-12,2.8098797810368065e-13
14010.0,2.8418108257754043e-12,1.6682006488526321e-12,2.961118224433521e-13
14020.0,2.7783734548466697e-12,7.19521781717708e-13,4.865942053387325e-13
14030.0,1.9143175492002154e-12,1.4179741747835205e-12,1.161127350224593e-12
14040.0,1.2310379339274655e-12,1.1243468275717463e-12,8.552857573537453e-13
14050.0,1.3568929711735742e-12,1.1082426941785059e-12,7.457831900143682e-13
14060.0,6.393565568625238e-12,3.0585800864585987e-12,2.882789879118653e-12
14070.0,8.099033328708307e-12,4.3199480303147865e-12,4.582899829301492e-12
14080.0,4.6273682216974496e-12,3.669149555468863e-12,4.593928402629503e-12
14090.0,3.648506357872827e-12,5.6548020313291766e-12,1.2912286415807566e-12
14100.0,1.0030631902004912e-12,2.7808003044100837e-12,4.0971852706018657e-13
14110.0,2.940967789945465e-12,4.518437203464542e-12,1.5727838477694856e-12
14120.0,1.002000504680194e-12,2.2864744326652733e-12,1.4197834219388588e-12
14130.0,1.268075103252023e-12,1.7532899275381086e-12,1.4009633881186908e-12
14140.0,6.250842960220181e-13,9.267654173557585e-13,8.473910291619823e-13
14150.0,3.039800249912713e-13,1.942083071369433e-12,1.0653011540836725e-12
14160.0,2.103457788424667e-12,5.033858942616753e-12,1.301962682295111e-12
14170.0,2.253780492102066e-12,7.700701698021487e-12,5.529000350602618e-13
14180.0,2.836606286623239e-12,7.356972165470927e-12,1.0417452650007467e-12
14190.0,3.171023143327148e-12,3.24607064276564e-12,1.1004300584567729e-12
14200.0,2.609748393538976e-12,1.3732307495354274e-12,1.7072287606439758e-12
14210.0,2.9631785050491955e-12,3.856652435234615e-12,2.775309372125055e-12
14220.0,3.62490796607125e-12,2.046288393514399e-12,2.2026768907394367e-12
14230.0,2.6458754418929242e-12,1.2097501375883335e-12,1.4418392336299477e-12
14240.0,1.0663899202510978e-12,1.124386786346895e-12,6.252929774158472e-13
14250.0,2.4983033034040177e-12,9.55012906163864e-13,1.6347350263750887e-12
14260.0,3.871763846849909e-12,3.6352174647267856e-12,3.2080628851551873e-12
14270.0,4.256431052886391e-12,3.3627268954320045e-12,4.332474041197882e-12
14280.0,5.539668545825706e-12,2.363326123896733e-12,3.886219053567466e-12
14290.0,2.99230057210646e-12,3.1315445695928193e-12,1.6333733031606971e-12
14300.0,2.117685534168085e-12,1.3366109551709296e-12,1.6999946554755024e-12
14310.0,2.089254193264356e-12,6.179403472708918e-12,3.5275424209149636e-12
14320.0,3.970459742163806e-12,6.041209675211239e-12,4.182496532377703e-12
14330.0,1.8670665297923263e-12,4.6096933247303325e-12,1.2819783475464032e-12
14340.0,3.716396815743588e-13,1.924684105495249e-12,1.691967725099612e-12
14350.0,5.1695761228712096e-12,1.2588965269107487e-12,3.5453409650861286e-12
14360.0,4.665625105524744e-12,1.1785843867785369e-12,4.241546008998713e-12
14370.0,3.5266334150664206e-12,1.9216245057402685e-12,2.3066599176363693e-12
14380.0,2.877765705361717e-12,1.7798858402863549e-12,1.2763628216086579e-12
14390.0,6.13696170310234e-13,1.9684200942814434e-12,1.0115319002973806e-12
14400.0,5.743194301767577e-12,1.4743025190878408e-12,2.4645885172960243e-12
14410.0,4.8518867795885154e-12,4.1008461146066045e-12,3.28304328627889e-12
14420.0,4.916379501277589e-12,6.962611761417448e-12,2.5152830430321705e-12
14430.0,1.0482134241392113e-12,3.45128209223494e-12,1.901145844488849e-12
14440.0,6.737773480017225e-13,1.930395497983294e-12,1.748119218296562e-12
14450.0,1.7109231510099277e-12,7.069416506550882e-12,7.17913275799066e-13
14460.0,8.855956816734237e-13,8.881578373150974e-12,4.358680560429433e-13
14470.0,8.109550841519187e-13,6.276814208181719e-12,1.160486634757056e-12
14480.0,1.6119961577130004e-12,3.90829441169477e-12,9.192387637345432e-13
14490.0,4.16550666978408e-13,4.334720582331328e-12,5.57739501172713e-13
14500.0,4.074147679322124e-12,7.243352939043077e-13,1.8383123279918196e-12
14510.0,5.76426626832608e-12,3.4058806134321913e-12,3.3610602306165074e-12
14520.0,4.575293533988862e-12,5.398725589610286e-12,4.3265608013299874e-12
14530.0,2.1456119008825945e-12,2.929798968667606e-12,1.9477721217094217e-12
14540.0,2.4715240803690927e-12,2.2666033565683006e-13,1.0787989099090526e-12
14550.0,4.959996286272701e-12,1.9479900936676983e-12,3.4554105029190485e-12
14560.0,5.2166623348414684e-12,2.063257282777005e-12,3.872490026363115e-12
14570.0,4.031776310255389e-12,3.381592541684527e-13,2.132811703491031e-12
14580.0,2.8050288491080505e-12,7.622120350840881e-13,6.415014489404621e-13
14590.0,4.2379446417147884e-12,3.8740095094325327e-13,3.573332382944417e-13
14600.0,9.302003127681768e-13,1.2075018201975028e-12,9.18181589143102e-13
14610.0,2.982008448441076e-12,1.522512674747691e-12,1.4922398653690281e-12
14620.0,5.018794314625208e-12,1.581270321596156e-12,1.413115814211792e-12
14630.0,1.7704321630470558e-12,1.3130883431321313e-12,1.0184220649556937e-12
14640.0,1.3054480733498813e-12,1.8813937928033292e-12,7.087110369766249e-13
14650.0,2.6395469298172836e-12,2.867391186136423e-13,1.8347465000644428e-13
14660.0,2.718173302373313e-12,9.533747436545476e-13,6.112545266484103e-13
14670.0,1.4265125290759549e-12,1.8211898742022875e-12,6.584020582039343e-13
14680.0,8.829525232837549e-13,1.964670079928221e-12,7.852808535677019e-13
14690.0,1.0575721425881246e-12,5.089286782964256e-12,4.596641565575207e-13
14700.0,2.984252437545603e-12,7.692331487025888e-12,1.0158710965360966e-13
14710.0,3.071473089989706e-12,5.225448667629701e-12,5.167990104429097e-13
14720.0,2.430140014994287e-12,4.5746087893303465e-12,4.976051100511607e-13
14730.0,1.035854988816388e-12,3.6209084860792015e-12,7.28765245603882e-13
14740.0,8.883335781724434e-13,2.234748998296436e-12,1.9037014621506329e-13
14750.0,1.3741910035116776e-12,1.3589836855276602e-12,1.7978938813251454e-13
14760.0,1.0385339573650266e-12,2.12941897523475e-13,5.797449557311802e-13
14770.0,2.098838046822768e-12,1.5659023561468096e-12,1.9377594048363626e-13
14780.0,1.7089767047678743e-12,7.969435806882582e-13,6.987689191970241e-13
14790.0,3.0510192420303144e-12,2.0144397116165298e-12,3.3921907908217213e-13
14800.0,2.4653084157744114e-12,8.788974909657422e-13,3.7726974786492797e-13
14810.0,2.6061261939759713e-12,9.239822830070326e-13,1.9411606007372693e-13
14820.0,1.8425651886686393e-12,6.082290425424661e-13,5.767088636845719e-13
14830.0,8.534982598064785e-13,1.5373848436866323e-12,7.658326845334371e-13
14840.0,1.911810290922343e-12,1.4427330575183165e-12,3.7290054992994367e-13
14850.0,1.3904632813355144e-12,1.3644024329610077e-12,6.707030839433366e-13
14860.0,4.768207218417264e-13,5.788289149429592e-13,3.4653357263595985e-13
14870.0,1.9088963311694745e-12,1.077619186432009e-12,3.5292253289975304e-13
14880.0,7.961291682701938e-13,1.4558921681042567e-12,2.705615406857133e-13
14890.0,7.020036889881084e-13,2.2031371047533625e-12,5.992101598990317e-13
14900.0,1.966522121494592e-12,1.8841119602830853e-12,4.2104670993491764e-13
14910.0,8.588771050277015e-13,2.5234729300430415e-12,5.319264838709397e-13
14920.0,1.3437273743422459e-12,2.920507454159874e-12,4.156136911004529e-13
14930.0,6.359302699836908e-13,2.8166335323198573e-12,1.7044999666638327e-13
14940.0,1.554152993308128e-12,1.6827055591129449e-12,2.8724437777286037e-13
14950.0,1.2551245109138329e-12,1.5558834508198612e-12,1.42541032700561e-13
14960.0,3.207508753915718e-12,1.8097421807605758e-12,6.641206119909155e-13
14970.0,2.137653004406601e-12,1.5073187963572904e-12,6.218046852094823e-13
14980.0,1.972226310918706e-12,3.00121450710136e-12,8.93997421258664e-13
14990.0,1.3544096116498684e-12,1.59491984772783e-12,8.065014443767291e-13
15000.0,4.520380181309846e-12,4.769051811521003e-12,6.221203467122321e-13
15010.0,4.2433687170395304e-13,1.1513280518503105e-12,1.6471486424456237e-12
15020.0,1.8523878394479577e-12,2.396862842504667e-12,1.5088126070351592e-12
15030.0,2.1683537745790833e-12,6.337319378818552e-13,1.2377846253329324e-12
15040.0,3.3402502490097056e-13,3.6635584668870204e-13,1.6878142161787586e-12
15050.0,1.711083741562941e-12,1.0587742490080222e-12,1.5612857178193086e-12
15060.0,2.1100019551202428e-12,7.465596823441859e-13,1.6766477261784866e-12
15070.0,2.860199396502985e-12,1.3525842737157836e-12,3.9810795561447375e-13
15080.0,1.0987230376372541e-12,6.058820460145595e-13,5.82756703974558e-13
15090.0,2.2011369994278066e-12,2.515871378728786e-12,7.27057808052669e-13
15100.0,1.8220248505160217e-12,4.883202866608813e-12,2.571351059727239e-13
15110.0,1.2547081402743284e-12,4.68558948399007e-12,4.4934349835277526e-13
15120.0,1.1123107796419524e-12,2.3805960016252874e-12,3.079674018017069e-13
15130.0,1.0146782522826652e-12,1.4853852908711648e-12,2.6926464023344237e-13
15140.0,9.253867718347162e-13,3.868265715286923e-12,3.5389741919037746e-13
15150.0,1.3417821286462182e-12,2.960048875954667e-12,7.320795981733304e-13
15160.0,9.996932235567265e-13,3.529627673035632e-12,1.3838691751886194e-12
15170.0,1.8018535141866413e-12,2.0106304732892885e-12,1.4309283562944815e-12
15180.0,1.042376392452038e-12,1.5413851222767104e-12,4.583932171256337e-13
15190.0,1.770021113835658e-12,1.9107529739372205e-12,8.664316326843751e-13
15200.0,3.3982541731718512e-12,1.620362160584414e-12,8.962838024256129e-13
15210.0,2.7303005478977472e-12,1.0764571934571102e-12,2.20689911280879e-12
15220.0,5.526040913339127e-13,2.5508764722884625e-12,1.2324155156985064e-12
15230.0,5.740926154365447e-13,2.464029464310379e-12,1.0373640798159288e-12
15240.0,9.781356562609052e-13,1.1594490755411629e-12,2.13224563417839e-12
15250.0,1.0658675877861982e-12,9.340726303916385e-13,2.599649507959383e-12
15260.0,1.3716204705477109e-12,1.7083777038644678e-12,1.0627733865068445e-12
15270.0,3.85451557595285e-12,2.1108879592382133e-12,2.6086902743412323e-12
15280.0,9.844741243114968e-13,2.1315550668252747e-12,1.2308631056235089e-12
15290.0,2.127592806675695e-12,2.740685029766008e-12,9.773509638301117e-13
15300.0,1.914177337361442e-12,1.8341732890268526e-12,7.595799714655854e-13
15310.0,1.3259052971451934e-12,6.630157742032007e-13,1.1497031999057566e-12
15320.0,4.586326728260269e-12,1.2032477064475944e-12,7.709057970538632e-13
15330.0,6.488176055314468e-13,1.8202833536171056e-12,9.779413311264873e-13
15340.0,1.7503890769393638e-12,1.1669163996452936e-12,3.716318175333023e-13
15350.0,3.184919853954344e-12,1.0186755027698725e-12,4.599085330896117e-13
15360.0,1.6638232755113981e-13,2.2542554045061492e-13,1.259994810996865e-12
15370.0,4.636529998329883e-13,2.7248887361482057e-12,8.859422765894386e-13
15380.0,1.7906990550394934e-12,1.4381393328301413e-12,9.250615502880917e-13
15390.0,2.1267207891279517e-12,8.904176882932044e-13,3.6494232929054786e-13
15400.0,1.4483874467794868e-12,6.742901914825488e-13,5.2631622138845e-13
15410.0,2.3473837493592147e-12,3.695702174390099e-12,4.909304453606819e-13
15420.0,2.4650583439215807e-12,1.908283561624857e-12,2.6971246702280955e-13
15430.0,1.5285417184781997e-12,1.974514240609017e-12,1.8539433675282193e-13
15440.0,1.926845953301601e-12,1.4127155104439865e-12,8.36203156108811e-14
15450.0,2.402579877121316e-12,1.917511987832136e-12,2.7473042944870837e-13
15460.0,1.4108528965408584e-12,7.280698675608288e-13,4.100120109037764e-13
15470.0,6.602840183763382e-13,1.1987425800750494e-12,1.6849811796171053e-12
15480.0,2.095769194269656e-12,2.027649340296051e-12,8.93642568067391e-13
15490.0,2.685872224191667e-12,1.8497104766313832e-12,9.794228243082715e-13
15500.0,3.587340874899601e-12,1.404900059602635e-12,1.4985426179775756e-13
15510.0,2.5678330380889588e-12,3.639080055662833e-12,1.2016806814239377e-12
15520.0,1.9614980659168106e-12,2.8660171125715716e-12,1.680143096480826e-12
15530.0,5.123925750220007e-13,1.4167793642692048e-12,8.016585219375047e-13
15540.0,2.3577748253329983e-12,2.746674745812758e-13,3.3033915893346755e-12
15550.0,3.9165241659468507e-13,1.4011259251615082e-12,6.549341193795936e-13
15560.0,2.436258602502141e-12,2.0064342347686823e-12,3.0291694871306354e-12
15570.0,2.9203878146443512e-12,2.2370953106319575e-12,1.8336576728593248e-12
15580.0,1.8304931025118712e-12,8.099536186858937e-13,9.737901822229465e-13
15590.0,2.7656166417013834e-12,2.1193252350814767e-12,2.715996883968453e-13
15600.0,3.58845062600404e-12,1.0733219948551366e-12,8.283330058333414e-13
15610.0,4.807557657413723e-12,2.280610874951229e-12,9.085591478924096e-13
15620.0,2.4291823836536874e-12,2.225451965339898e-12,8.372168596781122e-13
15630.0,2.1425557664783042e-12,3.2749708468362977e-12,4.062815366452841e-13
15640.0,2.4794507444735917e-12,6.86904184497747e-12,3.904412938900707e-13
15650.0,1.5262595233945278e-12,1.0971501863731453e-12,5.791690290735088e-13
15660.0,9.964573438650299e-13,4.62864858764467e-12,7.667504809150782e-13
15670.0,8.217970032443194e-13,4.5387908178254776e-12,5.655698515703887e-13
15680.0,1.0619931096666259e-12,2.800856870567964e-12,2.0711979211495629e-13
15690.0,1.670648987227072e-12,4.761630318851941e-12,2.0214868424375932e-13
15700.0,2.565024481077243e-12,1.1154845246948067e-12,7.944559851794351e-13
15710.0,4.884799557411089e-12,3.0796838300097865e-12,9.042283393375639e-13
15720.0,2.133939528378509e-12,2.0436971274945043e-12,1.1397625297248028e-12
15730.0,2.409465422414551e-12,3.5486071008422747e-13,1.0053040445595567e-12
15740.0,3.122071455041567e-12,3.4474521327111855e-12,3.0310572604011284e-12
15750.0,1.2974463196317977e-12,1.255511376226147e-12,9.606915995721234e-13
15760.0,3.4740744260272914e-12,3.100007305503581e-12,2.4455145234897463e-12
15770.0,1.1026358210956569e-12,1.6705796196006863e-12,1.579261957495926e-12
15780.0,1.5373798016776072e-12,9.739088245679514e-13,8.683223407678441e-13
15790.0,2.5179097090280394e-12,1.707112212361388e-12,6.306869566238785e-13
15800.0,2.8720668398801537e-12,3.588960441656784e-13,8.650347621435186e-13
15810.0,3.5849395669429636e-12,1.8039637934675745e-12,1.6212153381036628e-13
15820.0,6.537828778258981e-13,2.712403289305353e-12,3.2478538142326585e-13
15830.0,4.273409128365799e-13,1.621327961186022e-12,7.086884129230412e-13
15840.0,1.7256073552237452e-12,1.5638593994713102e-12,5.592639014470609e-13
15850.0,1.038223323632708e-12,1.0916074995279638e-12,1.4978953926984008e-13
15860.0,4.118092103376918e-12,1.7947572538282251e-12,4.925063031605193e-13
15870.0,3.180196539272086e-12,9.495469026501812e-13,4.902253657468565e-13
15880.0,3.7862883939757336e-12,1.4505690707460517e-12,5.225296093512084e-13
15890.0,2.2976779588231927e-12,3.4012237894455313e-12,1.894686651095873e-13
15900.0,2.9022718454097552e-12,1.1745928990023836e-12,3.0933150566073127e-13
15910.0,1.8035145745445035e-12,2.2141029499782143e-12,4.409047115607212e-13
15920.0,4.941355181934919e-13,2.8799682372567104e-12,6.209397543315935e-13
15930.0,1.1360115868930003e-12,1.374880104328193e-12,5.496876429572738e-13
15940.0,1.483537711082366e-12,1.551984087164117e-12,5.884067269675462e-13
15950.0,1.2985231336117438e-12,9.107900702942249e-13,7.591739461757275e-13
15960.0,2.2132775439934787e-12,5.712112820216928e-13,7.088954854558922e-13
15970.0,2.3664277849533718e-12,1.5248440305114968e-12,9.885088321892308e-13
15980.0,3.1170242207476644e-12,1.8309603425628073e-12,9.819493372196834e-13
15990.0,3.383069014125767e-12,2.02886041435151e-12,5.679007333507051e-13
16000.0,3.741831274618094e-12,2.355765879567218e-12,4.0492684229067217e-13
16010.0,4.034163606191158e-12,2.53615527374469e-12,3.227178385458145e-13
16020.0,2.917370775441196e-12,8.269857279759048e-13,2.857615274570335e-13
16030.0,1.8862245111764086e-12,1.5252311856871937e-12,6.98120654881942e-13
16040.0,1.4027810390445441e-12,4.3790025434379035e-14,4.106326851329384e-13
16050.0,1.3884398657947428e-12,1.1884440882978184e-12,1.637496785504192e-13
